system,question_idx,question,question_type,prediction,gold_answer,llm_score,exact_match,f1_score,combined_score,retrieved_docs,correct_doc,failure_type,is_error
Local_gpt4omini,58,Name two emerging basketball nations mentioned as pushing for greater representation.,list,Nigeria and Senegal are two emerging basketball nations mentioned as pushing for greater representation.,Nigeria,5,0,0.1333333333333333,0.5666666666666667,"africabasket_two_countries.txt, rise_and_rise_african_basketball.txt, rise_of_african_basketball.txt",africabasket_two_countries.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,59,List two global competitions that AfroBasket serves as a qualifier for.,list,AfroBasket serves as a qualifier for the FIBA World Cup and the Olympic Games.,FIBA World Cup,5,0,0.375,0.6875,"afrobasket_summary.txt, africabasket_two_countries.txt, fiba_africa_youth_competitions_summary.txt",afrobasket_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,60,Name two prominent African NBA players mentioned who inspire future generations.,list,Joel Embiid and Pascal Siakam.,Joel Embiid,5,0,0.5714285714285715,0.7857142857142858,"rise_of_african_basketball.txt, rise_and_rise_african_basketball.txt, hakeem_olajuwon_summary.txt",rise_of_african_basketball.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,61,"List three key themes mentioned in the key points section of the book ""Sport and Apartheid South Africa"" ..",list,"The provided context does not contain information about the book ""Sport and Apartheid South Africa"" or its key themes. Therefore, I cannot provide an answer to your question.",Sport as a tool of governance and assimilation,2,0,0.0625,0.23125,"colonialism_sport_book_summary.txt, colonial_history_sport.txt, bal_afd_education_inclusion_summary.txt",colonialism_sport_book_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,62,List three social impacts of basketball in Africa.,list,"1. Education and Empowerment: Basketball serves as a tool for education, providing young athletes with opportunities for personal and professional development.

2. Gender Equality: Initiatives in basketball promote gender equality by supporting women's basketball and encouraging female participation in the sport.

3. Community Development: Basketball fosters community engagement and development, creating opportunities for youth and uniting communities through shared interests in the sport.",Education,4,0,0.0799999999999999,0.43999999999999995,"rise_and_rise_african_basketball.txt, rise_of_african_basketball.txt, luol_deng_south_sudan_summary.txt",rise_and_rise_african_basketball.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,63,List two objectives of the Basketball Without Borders camp in East Africa.,list,"Two objectives of the Basketball Without Borders camp in East Africa are:

1. Skill development and leadership training for young talent.
2. Community engagement and empowerment of youth, promoting gender equality.",Skill development,5,0,0.1290322580645161,0.564516129032258,"bwb_east_africa_summary.txt, giants_of_africa_camps_summary.txt, bal_afd_education_inclusion_summary.txt",bwb_east_africa_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,64,List three individual NBA awards or honors Hakeem Olajuwon won during his career.,list,"Hakeem Olajuwon won the following individual NBA awards or honors during his career:

1. NBA Most Valuable Player (1994)
2. Two-time NBA Champion (1994, 1995)
3. 12-time NBA All-Star",NBA MVP (1994),4,0,0.1379310344827586,0.4689655172413793,"hakeem_olajuwon_summary.txt, giannis_antetokounmpo_summary.txt, pascal_siakam_summary.txt",hakeem_olajuwon_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,65,List two achievements Joel Embiid has earned in the NBA.,list,"1. NBA MVP (2023)
2. Multiple NBA All-Star selections",NBA MVP (2023),4,0,0.5454545454545454,0.6727272727272727,"joel_embiid_summary.txt, giannis_antetokounmpo_summary.txt, nba_fiba_african_dev_league.txt",joel_embiid_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,66,List three areas of focus for Dikembe Mutombo's humanitarian work.,list,"Dikembe Mutombo's humanitarian work focuses on healthcare, education, and economic development initiatives.",Healthcare,4,0,0.0,0.4,"dikembe_mutombo_summary.txt, luol_deng_south_sudan_summary.txt, bal_global_investment_summary.txt",dikembe_mutombo_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,67,List two NBA honors Pascal Siakam has received.,list,"Pascal Siakam has received the following two NBA honors:
1. NBA Champion (2019)
2. NBA Most Improved Player (2019)",NBA Champion (2019),5,0,0.4761904761904761,0.738095238095238,"pascal_siakam_summary.txt, hakeem_olajuwon_summary.txt, giannis_antetokounmpo_summary.txt",pascal_siakam_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,68,List two ways basketball impacts South Sudan society.,list,"1. Promotes peace and unity: Basketball serves as a unifying force in South Sudan, fostering a sense of community and collaboration among its citizens.

2. Provides education and opportunities: The sport creates pathways for young athletes, offering them educational and professional opportunities that contribute to their personal and social development.",Promoting peace,5,0,0.12,0.56,"luol_deng_south_sudan_summary.txt, rise_and_rise_african_basketball.txt, africabasket_two_countries.txt",luol_deng_south_sudan_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,69,List two impacts of Gab Gre Lasme's success on African basketball.,list,"1. Gab Gre Lasme's success inspires young African athletes to pursue careers in international basketball, promoting cross-cultural exchange and opportunities.
2. His performance in the EuroLeague Top 16 showcases African talent on a global stage, contributing to the representation and diversification of African basketball in elite competitions.",Inspires young African athletes,5,0,0.1818181818181818,0.5909090909090909,"gab_gre_lasme_summary.txt, rise_of_african_basketball.txt, top_african_female_players_summary.txt",gab_gre_lasme_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,70,List three major NBA achievements Giannis Antetokounmpo has earned.,list,"1. Two-time NBA MVP (2019, 2020).
2. NBA Champion and Finals MVP (2021).
3. Multiple All-Star selections and All-NBA honors.","NBA MVP (2019, 2020)",5,0,0.4347826086956522,0.7173913043478262,"giannis_antetokounmpo_summary.txt, hakeem_olajuwon_summary.txt, joel_embiid_summary.txt",giannis_antetokounmpo_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,71,List two areas where Serge Ibaka has focused his philanthropic efforts.,list,Serge Ibaka has focused his philanthropic efforts on education and health initiatives in Congo.,Education initiatives in Congo,5,0,0.4444444444444445,0.7222222222222222,"serge_ibaka_summary.txt, giannis_antetokounmpo_summary.txt, dikembe_mutombo_summary.txt",serge_ibaka_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,72,List three African countries mentioned as having female basketball players making global waves.,list,"Nigeria, Senegal, and Mali are three African countries mentioned as having female basketball players making global waves.",Nigeria,5,0,0.1111111111111111,0.5555555555555556,"top_african_female_players_summary.txt, womens_basketball_africa.txt, womens_basketball_league_africa.txt",top_african_female_players_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,73,List two objectives of FIBA Africa's youth development programs.,list,"1. Create sustainable pathways for players from grassroots to elite levels.
2. Empower young athletes and promote gender equality through sport.",Empower young athletes,4,0,0.25,0.525,"fiba_africa_youth_development.txt, fiba_africa_youth_competitions_summary.txt, bal_afd_education_inclusion_summary.txt",fiba_africa_youth_development.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,74,List two objectives of the proposed African development league.,list,"1. Nurturing young talent.
2. Creating a feeder system for Basketball Africa League (BAL) franchises.",Nurturing young talent,5,0,0.4761904761904761,0.738095238095238,"bal_afd_education_inclusion_summary.txt, nba_fiba_african_dev_league.txt, bal_africa_sports_economy_summary.txt",nba_fiba_african_dev_league.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,75,List three teams that compete in the Nigerian Premier League.,list,"Three teams that compete in the Nigerian Premier League are Kano Pillars, Rivers Hoopers, and Gombe Bulls.",Kano Pillars,5,0,0.2105263157894736,0.6052631578947368,"nigerian_premier_league_summary.txt, african_games_3x3_basketball_summary.txt, top_10_african_basketball_clubs_summary.txt",nigerian_premier_league_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,76,List three social impacts of the Women's Basketball League Africa.,list,"Three social impacts of the Women's Basketball League Africa (WBLA) are:

1. Empowerment of female athletes: WBLA provides a platform for women to showcase their talent and pursue professional careers in sports.
2. Promotion of gender equality: The league fosters an environment that supports gender equality in sports and challenges stereotypes.
3. Inspiration for young girls: WBLA encourages young girls to pursue sports careers, promoting education and participation in athletics.",Empowers female athletes,5,0,0.0689655172413793,0.5344827586206896,"womens_basketball_africa.txt, bal_gender_equality_initiatives_summary.txt, womens_basketball_league_africa.txt",womens_basketball_league_africa.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,77,List three teams that compete in South Africa's Basketball National League.,list,"Three teams that compete in South Africa's Basketball National League are Soweto Panthers, Tshwane Suns, and Egoli Magic.",Soweto Panthers,5,0,0.1999999999999999,0.6,"basketball_national_league_summary.txt, african_games_3x3_basketball_summary.txt, afro_varsity_3x3_challenge_summary.txt",basketball_national_league_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,78,List two types of tournaments featured in the Youzou Elite Basketball League.,list,The two types of tournaments featured in the Youzou Elite Basketball League are the Gabon Cup and the Cameroon Cup.,Gabon Cup,5,0,0.2222222222222222,0.6111111111111112,"youzou_elite_basketball_summary.txt, afrobasket_summary.txt, africabasket_two_countries.txt",youzou_elite_basketball_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,79,List three existing partners of the Basketball Africa League mentioned.,list,"Three existing partners of the Basketball Africa League mentioned are NIKE, Wilson, and Hennessy.",Rwanda Development Board,2,0,0.0,0.2,"bal_partners_playoffs_finals_summary.txt, nba_fiba_african_dev_league.txt, bal_linking_african_teams_nba_summary.txt",bal_partners_playoffs_finals_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,80,List two age groups featured in FIBA Africa youth competitions.,list,The two age groups featured in FIBA Africa youth competitions are U16 and U18.,U16,5,0,0.1333333333333333,0.5666666666666667,"fiba_africa_youth_competitions_summary.txt, fiba_africa_youth_development.txt, afrobasket_summary.txt",fiba_africa_youth_competitions_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,81,List three countries that confirmed participation in the postponed tournament.,list,"Uganda, Egypt, and Zambia.",Uganda,5,0,0.4,0.7,"afro_varsity_3x3_challenge_summary.txt, africabasket_two_countries.txt, bal_partners_playoffs_finals_summary.txt",afro_varsity_3x3_challenge_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,82,List three African players mentioned who joined US college basketball programs.,list,"1. Emmanuel Okorafor (Nigeria) - Joined Louisville
2. Joy Ighovodja (Nigeria) - Committed to Oral Roberts
3. Rueben Chinyelu (Nigeria) - Signed with Washington State",Emmanuel Okorafor,5,0,0.1739130434782608,0.5869565217391304,"nba_academy_bal_us_college_summary.txt, top_african_female_players_summary.txt, african_games_3x3_basketball_summary.txt",nba_academy_bal_us_college_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,83,List four countries included in FIBA Africa Zone 4.,list,"The four countries included in FIBA Africa Zone 4 are Cameroon, Central African Republic, Chad, and Congo.",Cameroon,5,0,0.2,0.6,"fiba_africa_sub_zones_summary.txt, espn_africa_fiba_broadcast_deal_summary.txt, fiba_africa_history.txt",fiba_africa_sub_zones_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,84,List three countries that won medals in the women's 3x3 basketball tournament at the 2023 African Games.,list,"The three countries that won medals in the women's 3x3 basketball tournament at the 2023 African Games are Mali (Gold), Nigeria (Silver), and DR Congo (Bronze).",Mali,5,0,0.1538461538461538,0.5769230769230769,"african_games_3x3_basketball_summary.txt, afro_varsity_3x3_challenge_summary.txt, top_african_female_players_summary.txt",african_games_3x3_basketball_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,85,List two types of activities offered at Giants of Africa camps.,list,"1. Basketball training led by NBA personnel and local coaches.
2. Life skills sessions focusing on leadership, discipline, and community impact.",Basketball training,5,0,0.2608695652173913,0.6304347826086957,"giants_of_africa_camps_summary.txt, bwb_east_africa_summary.txt, bal_first_scouting_combine_summary.txt",giants_of_africa_camps_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,86,List two major initiatives mentioned in the BAL global investment article.,list,"1. BAL Advance: Focused on life after basketball, offering mentorship and business training.
2. Youth Development: Camps and grassroots programs that lay the foundation for professional careers.",BAL Advance,5,0,0.0714285714285714,0.5357142857142857,"bal_global_investment_summary.txt, investing_in_bal_private_investment_summary.txt, bal_rdb_multi_year_extension_summary.txt",bal_global_investment_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,87,List two challenges mentioned regarding basketball infrastructure in Africa.,list,"1. Limited access to basketball courts, particularly in rural areas.
2. A significant shortage of indoor courts across the continent.",Scarcity of indoor courts,5,0,0.32,0.66,"basketball_africa_infrastructure_summary.txt, africabasket_two_countries.txt, rise_and_rise_african_basketball.txt",basketball_africa_infrastructure_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,88,List three activities featured at the Giants of Africa 2025 Festival.,list,"Three activities featured at the Giants of Africa 2025 Festival are:

1. Basketball Tournament: Round-robin games leading to Championship and All-Star matches.
2. Training Clinics: NBA and WNBA coaches mentoring young athletes.
3. Women’s Empowerment Event: Community engagement across all participating countries.",Basketball Tournament,5,0,0.0465116279069767,0.5232558139534883,"giants_of_africa_2025_kigali_summary.txt, african_games_3x3_basketball_summary.txt, giants_of_africa_camps_summary.txt",giants_of_africa_2025_kigali_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,89,List three top African basketball clubs mentioned in the article.,list,"1. Petro de Luanda (Angola)
2. Al Ahly (Egypt)
3. Zamalek SC (Egypt)",Petro de Luanda,5,0,0.4,0.7,"top_10_african_basketball_clubs_summary.txt, african_games_3x3_basketball_summary.txt, basketball_africa_infrastructure_summary.txt",top_10_african_basketball_clubs_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,90,List three types of limitations sport faces in addressing SDGs.,list,"1. Resource Limitations: Lack of affordable sports equipment, funding for coaches, and appropriate facilities.
2. Access Limitations: Inaccessible infrastructure for people with disabilities and limited transport options in rural areas.
3. Social and Cultural Limitations: Barriers for women and girls, discrimination against LGBT individuals, and exclusion of ethnic minorities and refugees.",Resource limitations,5,0,0.1333333333333333,0.5666666666666667,"sports_limitations_addressing_sdgs_summary.txt, disability_barriers_in_sports_summary.txt, bal_afd_education_inclusion_summary.txt",sports_limitations_addressing_sdgs_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,91,List three types of accessibility barriers in sports for people with disabilities.,list,"1. Physical Accessibility Barriers: Inaccessible facilities, equipment limitations, and communication issues.
2. Logistical Accessibility Barriers: Website accessibility issues, information gaps, and transportation hurdles.
3. Psychological Accessibility Barriers: Stigma, under-representation, and social isolation.",Physical accessibility barriers,5,0,0.1428571428571428,0.5714285714285714,"disability_barriers_in_sports_summary.txt, sports_limitations_addressing_sdgs_summary.txt, youth_development_basketball_summary.txt",disability_barriers_in_sports_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,92,List two key initiatives of the NBA Africa and Opportunity International partnership.,list,"1. Court Construction: Building outdoor basketball courts in Nairobi, Kenya, and Kigali, Rwanda.
2. Youth Clinics: Conducting grassroots programs that teach basketball fundamentals and life skills.",Court construction,5,0,0.0769230769230769,0.5384615384615384,"nba_fiba_african_dev_league.txt, nba_africa_opportunity_international_summary.txt, nba_africa_opportunity_courts_summary.txt",nba_africa_opportunity_international_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,93,List three key investment areas for private investment in BAL.,list,"Three key investment areas for private investment in the Basketball Africa League (BAL) are:

1. Infrastructure
2. Media & Content
3. Human Capital",Infrastructure,5,0,0.1666666666666666,0.5833333333333333,"investing_in_bal_private_investment_summary.txt, bal_global_investment_summary.txt, bal_africa_sports_economy_summary.txt",investing_in_bal_private_investment_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,94,List three BAL Foundational Partners mentioned in the agreement.,list,"The three BAL Foundational Partners mentioned in the agreement are NIKE, Jordan Brand, and Wilson.",NIKE,5,0,0.1333333333333333,0.5666666666666667,"investing_in_bal_private_investment_summary.txt, bal_rdb_multi_year_extension_summary.txt, bal_global_investment_summary.txt",bal_rdb_multi_year_extension_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,95,List three modern basketball arenas in Africa mentioned in the article.,list,"1. Kigali Arena (Rwanda)
2. Cairo Stadium Indoor Halls Complex (Egypt)
3. Dakar Arena (Senegal)",Kigali Arena,5,0,0.5263157894736842,0.763157894736842,"africas_flashy_basketball_arenas_summary.txt, basketball_africa_infrastructure_summary.txt, giants_of_africa_camps_summary.txt",africas_flashy_basketball_arenas_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,96,List three challenges facing basketball development in Africa.,list,"1. Lack of Infrastructure: Many countries in Africa struggle with inadequate sports facilities and resources necessary for training and competition.

2. Limited Funding and Investment: There is often insufficient financial support for basketball programs, grassroots initiatives, and professional leagues, hindering growth and development.

3. Political and Social Instability: In some regions, political unrest and social challenges can disrupt sports programs and limit opportunities for youth engagement in basketball.",Infrastructure shortage,4,0,0.0727272727272727,0.4363636363636364,"africabasket_two_countries.txt, rise_and_rise_african_basketball.txt, luol_deng_south_sudan_summary.txt",basketball_africa_societal_impact_summary.txt,Bad Retrieval (wrong docs retrieved),True
Local_gpt4omini,97,List three social skills developed through youth basketball.,list,"Three social skills developed through youth basketball are communication, teamwork, and conflict resolution.",Communication,5,0,0.2666666666666667,0.6333333333333333,"youth_development_basketball_summary.txt, fiba_africa_youth_development.txt, luol_deng_south_sudan_summary.txt",youth_development_basketball_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,98,List two activities conducted during the court unveiling events.,list,"1. A Jr. NBA/Jr. WNBA clinic for 80 youth (ages 16 and under).
2. A coaching clinic for 50 local coaches on the new court.",Jr. NBA/Jr. WNBA clinic,5,0,0.3076923076923077,0.6538461538461539,"nba_africa_opportunity_courts_summary.txt, nba_africa_opportunity_international_summary.txt, basketball_africa_infrastructure_summary.txt",nba_africa_opportunity_courts_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,99,List three types of FIBA tournaments covered in the ESPN Africa broadcast deal.,list,"The three types of FIBA tournaments covered in the ESPN Africa broadcast deal are:

1. FIBA Basketball World Cups (Men’s and Women’s)
2. Continental Cups (including FIBA AfroBasket)
3. Youth World Cups",FIBA Basketball World Cups,5,0,0.2666666666666667,0.6333333333333333,"espn_africa_fiba_broadcast_deal_summary.txt, afrobasket_summary.txt, bal_africa_sports_economy_summary.txt",espn_africa_fiba_broadcast_deal_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,100,List three contributing factors to basketball's growing influence in Africa.,list,"Three contributing factors to basketball's growing influence in Africa are:

1. Expansion of the Basketball Africa League (BAL), which attracts new audiences through increased coverage and competitive play.
2. NBA Africa programs, including Jr. NBA clinics and grassroots initiatives, that foster youth participation.
3. Enhanced digital strategy, providing improved streaming options and localized content to boost accessibility.",Basketball Africa League (BAL),5,0,0.109090909090909,0.5545454545454545,"rise_and_rise_african_basketball.txt, africabasket_two_countries.txt, basketball_influence_africa_summary.txt",basketball_influence_africa_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,101,List three impact areas of the BAL and AFD partnership.,list,"The three impact areas of the BAL and AFD partnership are:

1. Education: Integrating basketball programs with educational initiatives.
2. Gender Equality: Empowering women and girls through BAL4HER and related programs.
3. Social Development: Strengthening community cohesion and creating pathways for youth leadership.",Education,5,0,0.048780487804878,0.524390243902439,"bal_global_investment_summary.txt, bal_afd_education_inclusion_summary.txt, investing_in_bal_private_investment_summary.txt",bal_afd_education_inclusion_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,102,List three revenue streams for the Basketball Africa League.,list,"Three revenue streams for the Basketball Africa League (BAL) are:

1. Broadcast Rights
2. Sponsorship & Advertising
3. Tourism Impact",Broadcast rights,5,0,0.1818181818181818,0.5909090909090909,"bal_africa_sports_economy_summary.txt, nba_fiba_african_dev_league.txt, basketball_influence_africa_summary.txt",bal_africa_sports_economy_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,103,List three key actions in BAL's gender equality initiatives.,list,"Three key actions in BAL's gender equality initiatives are:

1. Anti-Violence Campaigns: Educational workshops and participation in campaigns to combat gender-based violence.
2. STEM Curriculum: Development of a Science, Technology, Engineering, and Mathematics (STEM) sports curriculum for girls aged 14 and under to inspire future careers.
3. Operational Roles: Expand opportunities for women in BAL gameday operations, including referees, scorer’s table officials, match commissioners, and announcers.",Anti-violence campaigns,5,0,0.0967741935483871,0.5483870967741935,"bal_gender_equality_initiatives_summary.txt, bal_rdb_multi_year_extension_summary.txt, womens_basketball_africa.txt",bal_gender_equality_initiatives_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,104,List two social impact initiatives mentioned for the Basketball Africa League.,list,"1. Anti-Violence Campaigns: Educational workshops and participation in campaigns to combat gender-based violence.
2. STEM Curriculum: Development of a Science, Technology, Engineering, and Mathematics (STEM) sports curriculum for girls aged 14 and under to inspire future careers.",BAL4HER (Gender Equality Initiatives),2,0,0.0,0.2,"rise_and_rise_african_basketball.txt, rise_of_african_basketball.txt, bal_gender_equality_initiatives_summary.txt",bal_linking_african_teams_nba_summary.txt,Bad Retrieval (wrong docs retrieved),True
Local_gpt4omini,105,List three former NBA players who attended the BAL scouting combine as prospects.,list,"Three former NBA players who attended the BAL scouting combine as prospects are Jordan Adams, Rodney Carney, and Yakhouba Diawara.",Jordan Adams,5,0,0.1818181818181818,0.5909090909090909,"bal_first_scouting_combine_summary.txt, nba_academy_bal_us_college_summary.txt, bal_linking_african_teams_nba_summary.txt",bal_first_scouting_combine_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,106,List two objectives of the AfricaBasket and WINGSPAN partnership.,list,"1. Create a platform for evaluating and promoting African basketball talent.
2. Support pathways for players to reach NBA teams, colleges, and FIBA clubs.",Evaluate and promote African basketball talent,5,0,0.7058823529411764,0.8529411764705882,"africabasket_wingspan_partnership_summary.txt, africabasket_two_countries.txt, bal_afd_education_inclusion_summary.txt",africabasket_wingspan_partnership_summary.txt,Bad Generation (right docs retrieved),True
Local_gpt4omini,107,Which organization co-organizes the Basketball Africa League (BAL) alongside FIBA? A) UEFA B) NBA Africa C) IOC D) FIFA,multiple choice,B) NBA Africa,B) NBA Africa,5,1,1.0,1.0,"bal_linking_african_teams_nba_summary.txt, basketball_africa_league.txt, fiba_africa_history.txt",basketball_africa_league.txt,Bad Generation (right docs retrieved),False
Local_gpt4omini,108,Which city serves as the headquarters of FIBA Africa? A) Lagos B) Cairo C) Abidjan D) Nairobi,multiple choice,C) Abidjan,C) Abidjan,5,1,1.0,1.0,"fiba_africa_history.txt, africas_flashy_basketball_arenas_summary.txt, bal_africa_sports_economy_summary.txt",fiba_africa_history.txt,Bad Generation (right docs retrieved),False
Local_gpt4omini,109,Which colonial region used cricket as a tool for elite formation? A) French West Africa B) British India C) Caribbean D) East Africa,multiple choice,B) British India,B) British India,5,1,1.0,1.0,"colonial_history_sport.txt, colonialism_sport_book_summary.txt, africabasket_two_countries.txt",colonial_history_sport.txt,Bad Generation (right docs retrieved),False
Local_gpt4omini,110,Which two countries are mentioned as leaders in women's basketball achievements in Africa? A) Egypt and Morocco B) Nigeria and Senegal C) Kenya and Ghana D) Tunisia and Algeria,multiple choice,B) Nigeria and Senegal,B) Nigeria and Senegal,5,1,1.0,1.0,"top_african_female_players_summary.txt, womens_basketball_africa.txt, african_games_3x3_basketball_summary.txt",womens_basketball_africa.txt,Bad Generation (right docs retrieved),False
Local_gpt4omini,111,What is the primary purpose of allowing two African countries to participate in global events? A) Increase revenue B) Promote inclusivity and showcase broader talent C) Reduce competition D) Follow European models,multiple choice,B) Promote inclusivity and showcase broader talent,B) Promote inclusivity and showcase broader talent,5,1,1.0,1.0,"africabasket_two_countries.txt, bal_afd_education_inclusion_summary.txt, giants_of_africa_2025_kigali_summary.txt",africabasket_two_countries.txt,Bad Generation (right docs retrieved),False
Local_gpt4omini,112,Which country has won the most AfroBasket championships? A) Nigeria B) Tunisia C) Angola D) Senegal,multiple choice,C) Angola,C) Angola,5,1,1.0,1.0,"top_10_african_basketball_clubs_summary.txt, afrobasket_summary.txt, african_games_3x3_basketball_summary.txt",afrobasket_summary.txt,Bad Generation (right docs retrieved),False
Local_gpt4omini,113,Which organization launched the Basketball Africa League? A) FIBA only B) NBA Africa and FIBA C) African Union D) IOC,multiple choice,B) NBA Africa and FIBA,B) NBA Africa and FIBA,5,1,1.0,1.0,"fiba_africa_history.txt, nba_fiba_african_dev_league.txt, afrobasket_summary.txt",rise_of_african_basketball.txt,Bad Retrieval (wrong docs retrieved),False
Local_gpt4omini,114,"What is the primary focus of the book ""Sport and Apartheid South Africa""? A) Modern sports economics B) Colonial history, sport, and cultural identity C) African independence movements D) Olympic history",multiple choice,"B) Colonial history, sport, and cultural identity","B) Colonial history, sport, and cultural identity",5,1,1.0,1.0,"colonialism_sport_book_summary.txt, colonial_history_sport.txt, rise_and_rise_african_basketball.txt",colonialism_sport_book_summary.txt,Bad Generation (right docs retrieved),False
Local_gpt4omini,115,"Which organizations are highlighted as key players in shaping African basketball's future? A) FIFA and UEFA B) NBA Africa, BAL, and local federations C) IOC and FIBA Europe D) NCAA and WNBA",multiple choice,"B) NBA Africa, BAL, and local federations","B) NBA Africa, BAL, and local federations",5,1,1.0,1.0,"rise_of_african_basketball.txt, africabasket_two_countries.txt, nba_fiba_african_dev_league.txt",rise_and_rise_african_basketball.txt,Bad Retrieval (wrong docs retrieved),False
Local_gpt4omini,116,Which NBA stars are mentioned as products of previous Basketball Without Borders camps in Africa? A) LeBron James and Kobe Bryant B) Joel Embiid and Pascal Siakam C) Stephen Curry and Kevin Durant D) Giannis Antetokounmpo and Luka Doncic,multiple choice,B) Joel Embiid and Pascal Siakam,B) Joel Embiid and Pascal Siakam,5,1,1.0,1.0,"bwb_east_africa_summary.txt, bal_linking_african_teams_nba_summary.txt, nba_fiba_african_dev_league.txt",bwb_east_africa_summary.txt,Bad Generation (right docs retrieved),False
Local_gpt4omini,117,Which NBA teams did Hakeem Olajuwon play for during his professional career? A) Lakers and Celtics B) Bulls and Knicks C) Houston Rockets and Toronto Raptors D) Spurs and Heat,multiple choice,C) Houston Rockets and Toronto Raptors,C) Houston Rockets and Toronto Raptors,5,1,1.0,1.0,"hakeem_olajuwon_summary.txt, giannis_antetokounmpo_summary.txt, joel_embiid_summary.txt",hakeem_olajuwon_summary.txt,Bad Generation (right docs retrieved),False
Local_gpt4omini,118,Which city was Joel Embiid born in? A) Lagos B) Yaoundé C) Nairobi D) Accra,multiple choice,B) Yaoundé,B) Yaoundé,5,1,1.0,1.0,"joel_embiid_summary.txt, giannis_antetokounmpo_summary.txt, hakeem_olajuwon_summary.txt",joel_embiid_summary.txt,Bad Generation (right docs retrieved),False
Local_gpt4omini,119,What is the name of the hospital Dikembe Mutombo established? A) Mutombo Medical Center B) Biamba Marie Mutombo Hospital C) Kinshasa General Hospital D) Congo Community Hospital,multiple choice,B) Biamba Marie Mutombo Hospital,B) Biamba Marie Mutombo Hospital,5,1,1.0,1.0,"dikembe_mutombo_summary.txt, african_games_3x3_basketball_summary.txt, fiba_africa_history.txt",dikembe_mutombo_summary.txt,Bad Generation (right docs retrieved),False
Local_gpt4omini,120,What position does Pascal Siakam play? A) Center B) Guard C) Forward D) Point Guard,multiple choice,C) Forward,C) Forward,5,1,1.0,1.0,"pascal_siakam_summary.txt, hakeem_olajuwon_summary.txt, bal_first_scouting_combine_summary.txt",pascal_siakam_summary.txt,Bad Generation (right docs retrieved),False
Local_gpt4omini,121,What is South Sudan known as globally? A) The oldest nation B) The youngest nation C) The largest nation D) The most populous nation,multiple choice,B) The youngest nation,B) The youngest nation,5,1,1.0,1.0,"luol_deng_south_sudan_summary.txt, fiba_africa_sub_zones_summary.txt, africabasket_two_countries.txt",luol_deng_south_sudan_summary.txt,Bad Generation (right docs retrieved),False
